user,day,risk_score,insider,projected_risk_7d,risk_score_drift
ACM2278,52.0,0.7459599,0.0,0.34857535,0.7459599
ACM2278,53.0,1.6938422,0.0,1.1678218,1.6938422
ACM2278,54.0,1.1924567,0.0,1.0798414,1.1924567
ACM2278,55.0,0.89752734,0.0,0.64756536,0.89752734
ACM2278,56.0,0.8129423,0.0,0.63532436,0.8129423
ACM2278,59.0,1.1463953,0.0,0.9591183,1.1463953
ACM2278,60.0,0.86211246,0.0,0.381915,0.86211246
ACM2278,61.0,1.8276898,0.0,1.7898635,1.8276898
ACM2278,62.0,1.065541,0.0,1.8317344,1.065541
ACM2278,63.0,0.7476984,0.0,1.3088022,0.7476984
ACM2278,66.0,1.0631938,0.0,0.80301875,1.0631938
ACM2278,67.0,1.695145,0.0,1.6154822,1.695145
ACM2278,68.0,0.79710424,0.0,0.80474806,0.79710424
ACM2278,69.0,1.2530786,0.0,1.5348042,1.2530786
ACM2278,70.0,1.6362677,0.0,2.1425338,1.6362677
ACM2278,73.0,1.3258663,0.0,1.6057961,1.3258663
ACM2278,74.0,1.283993,0.0,1.2897679,1.283993
ACM2278,75.0,1.6063707,0.0,1.9355043,1.6063707
ACM2278,76.0,0.85070235,0.0,0.9212396,0.85070235
ACM2278,77.0,1.9225687,0.0,1.3632933,1.9225687
ACM2278,80.0,1.0631891,0.0,1.1123177,1.0631891
ACM2278,81.0,0.9285741,0.0,0.63776743,0.9285741
ACM2278,82.0,0.99181163,0.0,0.40609097,0.99181163
ACM2278,83.0,1.1615021,0.0,0.7287405,1.1615021
ACM2278,84.0,1.2381,0.0,0.2793738,1.2381
ACM2278,87.0,1.0397884,0.0,1.2259417,1.0397884
ACM2278,88.0,1.3048596,0.0,1.4726479,1.3048596
ACM2278,89.0,1.2911468,0.0,1.4516904,1.2911468
ACM2278,90.0,1.5246729,0.0,1.6162922,1.5246729
ACM2278,94.0,1.2018495,0.0,1.4021164,1.2018495
ACM2278,95.0,1.1539636,0.0,0.99038184,1.1539636
ACM2278,96.0,1.4105741,0.0,1.1375035,1.4105741
ACM2278,97.0,1.0981177,0.0,0.8225267,1.0981177
ACM2278,98.0,0.8515657,0.0,0.462442,0.8515657
ACM2278,101.0,0.91687053,0.0,0.4899913,0.91687053
ACM2278,102.0,1.1223097,0.0,0.74811304,1.1223097
ACM2278,103.0,0.943715,0.0,0.68385524,0.943715
ACM2278,104.0,0.8764622,0.0,0.87919515,0.8764622
ACM2278,105.0,1.0896524,0.0,1.1822563,1.0896524
ACM2278,108.0,1.4374695,0.0,1.776061,1.4374695
ACM2278,109.0,1.0956211,0.0,1.5042537,1.0956211
ACM2278,110.0,0.7923742,0.0,1.1758246,0.7923742
ACM2278,111.0,0.9209332,0.0,0.9578681,0.9209332
ACM2278,112.0,0.73592573,0.0,0.38498318,0.73592573
ACM2278,115.0,0.9173365,0.0,0.29246086,0.9173365
ACM2278,116.0,0.9576022,0.0,0.8716565,0.9576022
ACM2278,117.0,1.446821,0.0,1.6334153,1.446821
ACM2278,118.0,0.73885256,0.0,1.2485403,0.73885256
ACM2278,119.0,1.0373011,0.0,1.3559927,1.0373011
ACM2278,122.0,0.81127024,0.0,0.67818904,0.81127024
ACM2278,123.0,1.00125,0.0,0.70165163,1.00125
ACM2278,124.0,0.9749525,0.0,0.6640732,0.9749525
ACM2278,125.0,1.1370833,0.0,1.2761173,1.1370833
ACM2278,126.0,1.6985751,0.0,1.8353887,1.6985751
ACM2278,129.0,1.002601,0.0,1.6120417,1.002601
ACM2278,130.0,1.3125676,0.0,1.4610884,1.3125676
ACM2278,131.0,0.9739778,0.0,1.029294,0.9739778
ACM2278,132.0,1.623081,0.0,1.2329379,1.623081
ACM2278,133.0,1.5754558,0.0,1.2958817,1.5754558
ACM2278,136.0,1.049721,0.0,1.4096668,1.049721
ACM2278,137.0,0.8813874,0.0,0.6585476,0.8813874
ACM2278,138.0,0.8874884,0.0,0.41992587,0.8874884
ACM2278,139.0,1.0770856,0.0,0.09622948,1.0770856
ACM2278,140.0,0.908247,0.0,0.2186142,0.908247
ACM2278,143.0,1.4736317,0.0,1.7885507,1.4736317
ACM2278,144.0,0.75412685,0.0,1.2603934,0.75412685
ACM2278,145.0,0.894142,0.0,1.0153049,0.894142
ACM2278,146.0,0.91643655,0.0,0.81088704,0.91643655
ACM2278,147.0,0.97875804,0.0,0.85013884,0.97875804
ACM2278,151.0,0.9113558,0.0,1.0706505,0.9113558
ACM2278,152.0,0.9909487,0.0,1.0122238,0.9909487
ACM2278,153.0,1.7055237,0.0,1.7600316,1.7055237
ACM2278,154.0,0.8917948,0.0,1.4149077,0.8917948
ACM2278,157.0,1.1162766,0.0,1.2716206,1.1162766
ACM2278,158.0,1.1766793,0.0,1.2721288,1.1766793
ACM2278,159.0,1.0524578,0.0,0.9607674,1.0524578
ACM2278,160.0,0.9510254,0.0,0.5693684,0.9510254
ACM2278,161.0,1.1201856,0.0,1.2364421,1.1201856
ACM2278,164.0,0.9216694,0.0,0.7335508,0.9216694
ACM2278,165.0,0.75828284,0.0,0.49887925,0.75828284
ACM2278,166.0,0.93693626,0.0,0.65720433,0.93693626
ACM2278,167.0,0.7730728,0.0,0.5690432,0.7730728
ACM2278,168.0,1.1504936,0.0,0.81227213,1.1504936
ACM2278,171.0,1.2285632,0.0,1.6161977,1.2285632
ACM2278,172.0,1.024258,0.0,1.5037137,1.024258
ACM2278,173.0,1.0851778,0.0,1.3528689,1.0851778
ACM2278,174.0,0.84756297,0.0,1.0736166,0.84756297
ACM2278,175.0,1.1426337,0.0,0.85586405,1.1426337
ACM2278,178.0,1.1667776,0.0,1.1088812,1.1667776
ACM2278,179.0,0.9769378,0.0,1.1177862,0.9769378
ACM2278,180.0,1.2131275,0.0,1.2763375,1.2131275
ACM2278,181.0,0.8483115,0.0,1.07511,0.8483115
ACM2278,182.0,0.91738766,0.0,0.687136,0.91738766
ACM2278,186.0,0.67062986,0.0,0.2723936,0.67062986
ACM2278,187.0,1.0942923,0.0,0.72242737,1.0942923
ACM2278,188.0,1.165503,0.0,1.2414234,1.165503
ACM2278,189.0,0.88514054,0.0,1.116888,0.88514054
ACM2278,192.0,0.63892037,0.0,0.502635,0.63892037
ACM2278,193.0,1.220459,0.0,1.0816256,1.220459
ACM2278,194.0,1.2184048,0.0,1.0883431,1.2184048
ACM2278,195.0,0.96797734,0.0,1.0840929,0.96797734
ACM2278,196.0,1.1695709,0.0,1.4845499,1.1695709
ACM2278,199.0,0.86747074,0.0,1.0417488,0.86747074
ACM2278,200.0,0.998884,0.0,0.64362,0.998884
ACM2278,201.0,0.94509965,0.0,0.690775,0.94509965
ACM2278,202.0,1.197015,0.0,1.0567586,1.197015
ACM2278,203.0,0.9801759,0.0,0.93309635,0.9801759
ACM2278,206.0,1.319094,0.0,1.689623,1.319094
ACM2278,207.0,1.3551644,0.0,1.735566,1.3551644
ACM2278,208.0,0.7407264,0.0,1.1372246,0.7407264
ACM2278,209.0,0.998307,0.0,0.88932884,0.998307
ACM2278,210.0,1.7357574,0.0,1.67188,1.7357574
ACM2278,213.0,1.027364,0.0,1.0631356,1.027364
ACM2278,214.0,0.78101104,0.0,0.7031359,0.78101104
ACM2278,215.0,1.2813491,0.0,1.1665357,1.2813491
ACM2278,216.0,0.8632897,0.0,0.551007,0.8632897
ACM2278,217.0,1.0480272,0.0,0.18480074,1.0480272
ACM2278,220.0,1.4881334,0.0,1.8625776,1.4881334
ACM2278,221.0,1.179196,0.0,1.7499518,1.179196
ACM2278,222.0,0.87232727,0.0,1.1266962,0.87232727
ACM2278,223.0,0.9301724,0.0,1.1108193,0.9301724
ACM2278,224.0,3.8582222,0.0,3.815656,3.8582222
ACM2278,227.0,0.7733963,0.0,1.7970752,0.7733963
ACM2278,228.0,1.5841517,0.0,1.7871836,1.5841517
ACM2278,229.0,1.7997345,1.0,1.7005067,1.7997345
ACM2278,230.0,3.4476676,1.0,2.666872,3.4476676
ACM2278,231.0,1.2148919,1.0,0.20601898,1.2148919
ACM2278,232.0,4.439192,1.0,7.3314605,4.439192
ACM2278,234.0,1.3094932,1.0,3.9381733,1.3094932
ACM2278,235.0,3.4004831,1.0,3.8850434,3.4004831
ACM2278,236.0,4.502863,0.0,5.0787845,4.502863
ACM2278,237.0,0.9758006,0.0,2.0775683,0.9758006
ACM2278,238.0,1.0870188,0.0,1.1313921,1.0870188
ACM2278,241.0,0.99308383,0.0,-0.8989231,0.99308383
ACM2278,242.0,0.8372395,0.0,-2.4474597,0.8372395
ACM2278,243.0,0.9811158,0.0,-1.6790961,0.9811158
ACM2278,244.0,0.81494987,0.0,0.6937983,0.81494987
ACM2278,245.0,0.89936763,0.0,0.62690747,0.89936763
ACM2278,249.0,1.1155597,0.0,1.3327973,1.1155597
ACM2278,250.0,1.1448007,0.0,1.3981373,1.1448007
ACM2278,251.0,0.8539489,0.0,1.2219954,0.8539489
PLJ1771,3.0,1.3032647,0.0,,
PLJ1771,4.0,2.186772,0.0,,
PLJ1771,5.0,2.5420487,0.0,6.965831,2.5420487
PLJ1771,6.0,2.1973052,0.0,4.639136,2.1973052
PLJ1771,7.0,2.9923432,0.0,5.294168,2.9923432
PLJ1771,10.0,2.4953275,0.0,3.8921642,2.4953275
PLJ1771,11.0,2.090688,0.0,2.302925,2.090688
PLJ1771,12.0,2.9611251,0.0,2.6615179,2.9611251
PLJ1771,13.0,1.2675135,0.0,1.3871834,1.2675135
PLJ1771,14.0,3.049903,0.0,1.7442344,3.049903
PLJ1771,17.0,2.4212794,0.0,2.5575304,2.4212794
PLJ1771,18.0,2.7352393,0.0,3.068729,2.7352393
PLJ1771,19.0,2.8602862,0.0,3.149734,2.8602862
PLJ1771,20.0,1.6627159,0.0,2.7404547,1.6627159
PLJ1771,21.0,2.7914982,0.0,1.7424829,2.7914982
PLJ1771,24.0,2.5425153,0.0,2.4548893,2.5425153
PLJ1771,25.0,2.2845397,0.0,2.116033,2.2845397
PLJ1771,26.0,1.4309963,0.0,1.2952242,1.4309963
PLJ1771,27.0,2.539891,0.0,2.1954823,2.539891
PLJ1771,28.0,2.3918653,0.0,1.5800083,2.3918653
PLJ1771,31.0,1.1994872,0.0,0.48117456,1.1994872
PLJ1771,32.0,2.1302001,0.0,1.4012868,2.1302001
PLJ1771,33.0,2.2864773,0.0,2.04238,2.2864773
PLJ1771,34.0,2.9213176,0.0,2.343526,2.9213176
PLJ1771,35.0,2.6713243,0.0,3.258412,2.6713243
PLJ1771,38.0,1.1876616,0.0,1.8280321,1.1876616
PLJ1771,39.0,1.3187286,0.0,0.09607957,1.3187286
PLJ1771,40.0,3.0627687,0.0,1.3520557,3.0627687
PLJ1771,41.0,2.490045,0.0,1.6183051,2.490045
PLJ1771,42.0,2.9083972,0.0,3.10934,2.9083972
PLJ1771,45.0,1.4267793,0.0,2.5792882,1.4267793
PLJ1771,46.0,2.2260416,0.0,1.7851722,2.2260416
PLJ1771,47.0,2.5075061,0.0,1.2159237,2.5075061
PLJ1771,48.0,2.2276824,0.0,1.6527838,2.2276824
PLJ1771,49.0,2.203037,0.0,1.6955326,2.203037
PLJ1771,52.0,3.2072525,0.0,4.505949,3.2072525
PLJ1771,53.0,1.7556753,0.0,2.4575021,1.7556753
PLJ1771,54.0,2.8595428,0.0,2.8544185,2.8595428
PLJ1771,55.0,2.3425255,0.0,2.8031003,2.3425255
PLJ1771,56.0,3.1559124,0.0,3.3545177,3.1559124
PLJ1771,59.0,2.9757264,0.0,3.3615777,2.9757264
PLJ1771,60.0,2.6693048,0.0,3.6444967,2.6693048
PLJ1771,61.0,1.176639,0.0,1.1779733,1.176639
PLJ1771,62.0,2.8741243,0.0,1.8358432,2.8741243
PLJ1771,63.0,2.5332465,0.0,1.4036423,2.5332465
PLJ1771,66.0,2.8582485,0.0,2.890603,2.8582485
PLJ1771,67.0,1.2606326,0.0,1.7135143,1.2606326
PLJ1771,68.0,2.6237078,0.0,2.6053023,2.6237078
PLJ1771,69.0,2.8058474,0.0,2.0533266,2.8058474
PLJ1771,70.0,2.537828,0.0,2.5708714,2.537828
PLJ1771,73.0,2.6856706,0.0,3.1945639,2.6856706
PLJ1771,74.0,2.542515,0.0,3.5203772,2.542515
PLJ1771,75.0,3.0349467,0.0,2.9587986,3.0349467
PLJ1771,76.0,1.1011374,0.0,1.2811378,1.1011374
PLJ1771,77.0,1.4691566,0.0,0.49973607,1.4691566
PLJ1771,80.0,1.3581265,0.0,-0.59136,1.3581265
PLJ1771,81.0,2.397661,0.0,1.1142417,2.397661
PLJ1771,82.0,2.5851092,0.0,2.3706253,2.5851092
PLJ1771,83.0,1.8819854,0.0,3.4222164,1.8819854
PLJ1771,84.0,2.0318608,0.0,2.9923596,2.0318608
PLJ1771,87.0,3.278255,0.0,4.40876,3.278255
PLJ1771,88.0,2.5918725,0.0,3.4363873,2.5918725
PLJ1771,89.0,2.6156967,0.0,3.4466038,2.6156967
PLJ1771,90.0,3.184575,0.0,4.2600408,3.184575
PLJ1771,94.0,1.9436615,0.0,0.99956286,1.9436615
PLJ1771,95.0,4.3647227,0.0,4.0975385,4.3647227
PLJ1771,96.0,3.2137764,0.0,3.948419,3.2137764
PLJ1771,97.0,1.5068527,0.0,1.8199555,1.5068527
PLJ1771,98.0,2.8583195,0.0,1.8517681,2.8583195
PLJ1771,101.0,1.4643397,0.0,0.20458868,1.4643397
PLJ1771,102.0,2.510892,0.0,0.074034944,2.510892
PLJ1771,103.0,3.0870593,0.0,2.434038,3.0870593
PLJ1771,104.0,2.3848116,0.0,3.228597,2.3848116
PLJ1771,105.0,3.0364466,0.0,3.0390005,3.0364466
PLJ1771,108.0,1.947758,0.0,2.669898,1.947758
PLJ1771,109.0,2.1297286,0.0,1.3317397,2.1297286
PLJ1771,110.0,2.0800838,0.0,0.97807056,2.0800838
PLJ1771,111.0,2.9027767,0.0,2.0898142,2.9027767
PLJ1771,112.0,2.7525277,0.0,2.3392792,2.7525277
PLJ1771,115.0,1.3052391,0.0,1.453706,1.3052391
PLJ1771,116.0,1.8470669,0.0,0.9650574,1.8470669
PLJ1771,117.0,1.8176175,0.0,0.6680866,1.8176175
PLJ1771,118.0,2.5166285,0.0,0.973924,2.5166285
PLJ1771,119.0,2.249794,0.0,1.8274369,2.249794
PLJ1771,122.0,3.0127983,0.0,4.6594043,3.0127983
PLJ1771,123.0,2.7416506,0.0,4.023482,2.7416506
PLJ1771,124.0,2.8895879,0.0,3.919195,2.8895879
PLJ1771,125.0,1.4917837,0.0,2.1339362,1.4917837
PLJ1771,126.0,2.6889877,0.0,2.3260927,2.6889877
PLJ1771,129.0,2.9803355,0.0,2.573795,2.9803355
PLJ1771,130.0,2.7208753,0.0,3.071798,2.7208753
PLJ1771,131.0,3.0584974,0.0,3.6759303,3.0584974
PLJ1771,132.0,1.3456695,0.0,2.7008965,1.3456695
PLJ1771,133.0,1.4577465,0.0,0.46548602,1.4577465
PLJ1771,136.0,2.8358417,0.0,1.5884708,2.8358417
PLJ1771,137.0,1.5834851,0.0,1.3438224,1.5834851
PLJ1771,138.0,2.37873,0.0,2.1814702,2.37873
PLJ1771,139.0,2.9129462,0.0,4.0255895,2.9129462
PLJ1771,140.0,2.834905,0.0,4.1545124,2.834905
PLJ1771,143.0,3.2913907,0.0,4.300712,3.2913907
PLJ1771,144.0,2.7527752,0.0,4.2545285,2.7527752
PLJ1771,145.0,1.792839,0.0,2.213698,1.792839
PLJ1771,146.0,4.4204173,0.0,3.6407464,4.4204173
PLJ1771,147.0,2.540227,0.0,3.157086,2.540227
PLJ1771,151.0,1.5987698,0.0,0.81444514,1.5987698
PLJ1771,152.0,2.0407772,0.0,0.7309083,2.0407772
PLJ1771,153.0,2.9134943,0.0,0.552639,2.9134943
PLJ1771,154.0,2.7402499,0.0,2.7593176,2.7402499
PLJ1771,157.0,1.5240088,0.0,1.7989839,1.5240088
PLJ1771,158.0,1.4444624,0.0,1.0713861,1.4444624
PLJ1771,159.0,2.6229804,0.0,1.3391018,2.6229804
PLJ1771,160.0,3.030831,0.0,1.9310081,3.030831
PLJ1771,161.0,1.3185191,0.0,1.4889644,1.3185191
PLJ1771,164.0,3.1703017,0.0,4.3947277,3.1703017
PLJ1771,165.0,3.2195547,0.0,4.5073714,3.2195547
PLJ1771,166.0,2.5969112,0.0,3.4589224,2.5969112
PLJ1771,167.0,3.2703228,0.0,4.0540295,3.2703228
PLJ1771,168.0,2.7290387,0.0,4.682892,2.7290387
PLJ1771,171.0,2.7184582,0.0,2.2288704,2.7184582
PLJ1771,172.0,2.541698,0.0,2.1076643,2.541698
PLJ1771,173.0,2.5933776,0.0,2.2736127,2.5933776
PLJ1771,174.0,3.1802535,0.0,2.5350795,3.1802535
PLJ1771,175.0,2.9945056,0.0,3.2744243,2.9945056
PLJ1771,178.0,1.2753642,0.0,0.6725899,1.2753642
PLJ1771,179.0,1.4913646,0.0,-0.03816356,1.4913646
PLJ1771,180.0,1.806392,0.0,-0.19408455,1.806392
PLJ1771,181.0,2.4608498,0.0,0.36454895,2.4608498
PLJ1771,182.0,2.3824205,0.0,1.6071613,2.3824205
PLJ1771,186.0,1.5222352,0.0,1.7009505,1.5222352
PLJ1771,187.0,3.0108159,0.0,2.6958573,3.0108159
PLJ1771,188.0,4.400065,0.0,4.4663215,4.400065
PLJ1771,189.0,1.215317,0.0,2.806951,1.215317
PLJ1771,192.0,2.7594514,0.0,3.0989182,2.7594514
PLJ1771,193.0,2.3848288,0.0,2.6270316,2.3848288
PLJ1771,194.0,1.322412,0.0,0.33165815,1.322412
PLJ1771,195.0,2.8776283,0.0,1.1606065,2.8776283
PLJ1771,196.0,2.4102702,0.0,3.6051128,2.4102702
PLJ1771,199.0,2.9778283,0.0,3.3269694,2.9778283
PLJ1771,200.0,2.38837,0.0,3.3466487,2.38837
PLJ1771,201.0,1.4119439,0.0,2.216621,1.4119439
PLJ1771,202.0,2.409661,0.0,1.3948684,2.409661
PLJ1771,203.0,1.3603591,0.0,0.73534966,1.3603591
PLJ1771,206.0,2.2140021,0.0,1.1206607,2.2140021
PLJ1771,207.0,3.3978467,0.0,3.7697804,3.3978467
PLJ1771,208.0,2.8857837,0.0,4.53411,2.8857837
PLJ1771,209.0,1.0680315,0.0,2.452058,1.0680315
PLJ1771,210.0,2.7263787,0.0,3.3183112,2.7263787
PLJ1771,213.0,2.0137815,0.0,1.2407138,2.0137815
PLJ1771,214.0,3.2714949,0.0,2.4304504,3.2714949
PLJ1771,215.0,3.1041782,0.0,3.8283193,3.1041782
PLJ1771,216.0,3.008899,0.0,4.7803345,3.008899
PLJ1771,217.0,3.1494892,0.0,3.7631152,3.1494892
PLJ1771,220.0,2.5381463,0.0,3.0147035,2.5381463
PLJ1771,221.0,2.9308963,0.0,2.248907,2.9308963
PLJ1771,222.0,2.9906635,0.0,2.5718355,2.9906635
PLJ1771,223.0,3.524584,3.0,3.2923086,3.524584
PLJ1771,224.0,3.4978218,0.0,3.836206,3.4978218
MBG3183,3.0,1.4659694,0.0,,
MBG3183,4.0,2.6526046,0.0,,
MBG3183,5.0,1.8171576,0.0,3.3833296,1.8171576
MBG3183,6.0,2.1265547,0.0,2.9899342,2.1265547
MBG3183,7.0,1.7982215,0.0,2.0967102,1.7982215
MBG3183,10.0,1.1625962,0.0,0.6657759,1.1625962
MBG3183,11.0,2.6451519,0.0,1.5639284,2.6451519
MBG3183,12.0,1.7246376,0.0,1.8839198,1.7246376
MBG3183,13.0,1.8555984,0.0,1.7927294,1.8555984
MBG3183,14.0,1.1384636,0.0,1.3300915,1.1384636
MBG3183,17.0,1.4290079,0.0,0.938905,1.4290079
MBG3183,18.0,2.8634083,0.0,2.0982695,2.8634083
MBG3183,19.0,1.0042591,0.0,1.7790406,1.0042591
MBG3183,20.0,1.0260692,0.0,1.2033341,1.0260692
MBG3183,21.0,1.8308522,0.0,1.8731496,1.8308522
MBG3183,24.0,1.3197055,0.0,0.73521185,1.3197055
MBG3183,25.0,1.4532543,0.0,0.6244947,1.4532543
MBG3183,26.0,1.4403243,0.0,1.8081163,1.4403243
MBG3183,27.0,0.9496808,0.0,1.0546235,0.9496808
MBG3183,28.0,1.1055328,0.0,0.285748,1.1055328
MBG3183,31.0,2.3681448,0.0,2.7836423,2.3681448
MBG3183,32.0,1.6497438,0.0,2.6155908,1.6497438
MBG3183,33.0,1.0206832,0.0,1.9727366,1.0206832
MBG3183,34.0,1.8088429,0.0,2.3964384,1.8088429
MBG3183,35.0,1.5782208,0.0,1.905606,1.5782208
MBG3183,38.0,1.3217373,0.0,0.56166226,1.3217373
MBG3183,39.0,1.1434467,0.0,0.9515285,1.1434467
MBG3183,40.0,1.8501475,0.0,1.6701487,1.8501475
MBG3183,41.0,1.6768242,0.0,1.4237629,1.6768242
MBG3183,42.0,1.3892779,0.0,1.571007,1.3892779
MBG3183,45.0,1.7989466,0.0,2.2590506,1.7989466
MBG3183,46.0,1.0309263,0.0,1.267204,1.0309263
MBG3183,47.0,2.3304784,0.0,1.8517135,2.3304784
MBG3183,48.0,1.0454416,0.0,1.413994,1.0454416
MBG3183,49.0,1.702065,0.0,1.7478824,1.702065
MBG3183,52.0,1.8250808,0.0,1.924697,1.8250808
MBG3183,53.0,1.2418191,0.0,1.5611154,1.2418191
MBG3183,54.0,1.4954784,0.0,1.0382009,1.4954784
MBG3183,55.0,1.8055141,0.0,2.0115764,1.8055141
MBG3183,56.0,1.0264572,0.0,0.88986164,1.0264572
MBG3183,59.0,1.3265504,0.0,0.84931827,1.3265504
MBG3183,60.0,0.9710016,0.0,0.7617313,0.9710016
MBG3183,61.0,2.958059,0.0,2.4783902,2.958059
MBG3183,62.0,1.7693368,0.0,2.5686905,1.7693368
MBG3183,63.0,1.3395201,0.0,2.6870344,1.3395201
MBG3183,66.0,1.9295683,0.0,2.401518,1.9295683
MBG3183,67.0,1.4210764,0.0,1.4923843,1.4210764
MBG3183,68.0,2.4323254,0.0,1.5130703,2.4323254
MBG3183,69.0,1.6281891,0.0,2.2318385,1.6281891
MBG3183,70.0,1.7113794,0.0,2.315025,1.7113794
MBG3183,73.0,2.2047539,0.0,2.3786457,2.2047539
MBG3183,74.0,1.1548922,0.0,1.4014065,1.1548922
MBG3183,75.0,1.8541937,0.0,1.2068657,1.8541937
MBG3183,76.0,1.3271062,0.0,1.3442281,1.3271062
MBG3183,77.0,1.6284267,0.0,1.2311203,1.6284267
MBG3183,80.0,0.948161,0.0,0.12976278,0.948161
MBG3183,81.0,1.4621562,0.0,1.0602539,1.4621562
MBG3183,82.0,1.3771523,0.0,0.83767587,1.3771523
MBG3183,83.0,1.2527996,0.0,1.1006212,1.2527996
MBG3183,84.0,2.0958526,0.0,1.8586681,2.0958526
MBG3183,87.0,2.3872046,0.0,3.7913198,2.3872046
MBG3183,88.0,2.9124599,0.0,4.2867627,2.9124599
MBG3183,89.0,1.7201658,0.0,3.4217172,1.7201658
MBG3183,90.0,2.4083812,0.0,3.283675,2.4083812
MBG3183,94.0,0.95670915,0.0,-0.54887885,0.95670915
MBG3183,95.0,1.7550186,0.0,0.10050755,1.7550186
MBG3183,96.0,1.6844194,0.0,0.94759834,1.6844194
MBG3183,97.0,1.7069969,0.0,0.7839641,1.7069969
MBG3183,98.0,1.1791596,0.0,1.8136522,1.1791596
MBG3183,101.0,2.6107793,0.0,3.534459,2.6107793
MBG3183,102.0,2.1329718,0.0,3.010551,2.1329718
MBG3183,103.0,1.4389201,0.0,2.3875756,1.4389201
MBG3183,104.0,1.3087788,0.0,1.8084778,1.3087788
MBG3183,105.0,1.7122678,0.0,1.773656,1.7122678
MBG3183,108.0,0.9799384,0.0,-0.550992,0.9799384
MBG3183,109.0,1.8376065,0.0,1.0484957,1.8376065
MBG3183,110.0,1.6026295,0.0,1.6815624,1.6026295
MBG3183,111.0,1.0330874,0.0,1.1983857,1.0330874
MBG3183,112.0,1.1807863,0.0,0.7503767,1.1807863
MBG3183,115.0,2.5971496,0.0,3.3095999,2.5971496
MBG3183,116.0,1.8455471,0.0,2.7260566,1.8455471
MBG3183,117.0,1.1537939,0.0,2.22281,1.1537939
MBG3183,118.0,1.361616,0.0,2.076338,1.361616
MBG3183,119.0,1.3584728,0.0,1.279684,1.3584728
MBG3183,122.0,0.90820235,0.0,-0.6744747,0.90820235
MBG3183,123.0,2.0309658,0.0,1.4987612,2.0309658
MBG3183,124.0,2.3963852,0.0,2.8877711,2.3963852
MBG3183,125.0,0.72865623,0.0,1.7132524,0.72865623
MBG3183,126.0,1.760122,0.0,1.9327844,1.760122
MBG3183,129.0,1.4621861,0.0,1.5382265,1.4621861
MBG3183,130.0,1.2582514,0.0,0.5457703,1.2582514
MBG3183,131.0,1.5788165,0.0,1.0286576,1.5788165
MBG3183,132.0,1.4898971,0.0,1.9216491,1.4898971
MBG3183,133.0,2.1021745,0.0,1.849003,2.1021745
MBG3183,136.0,1.1364585,0.0,1.3853928,1.1364585
MBG3183,137.0,1.4167767,0.0,1.2619283,1.4167767
MBG3183,138.0,1.1952282,0.0,0.73411727,1.1952282
MBG3183,139.0,1.8874953,0.0,1.2085558,1.8874953
MBG3183,140.0,1.9934235,0.0,1.5528505,1.9934235
MBG3183,143.0,1.6188936,0.0,2.4729402,1.6188936
MBG3183,144.0,0.80367315,0.0,0.9439258,0.80367315
MBG3183,145.0,1.0899092,0.0,0.51048183,1.0899092
MBG3183,146.0,2.0278745,0.0,0.81283635,2.0278745
MBG3183,147.0,1.9272617,0.0,1.4996661,1.9272617
MBG3183,151.0,1.7375536,0.0,2.831382,1.7375536
