user,COMPLIANT,SOCIAL,CAREFULL,RISK_TAKER,AUTONOMOUS,primary_dim,O,C,E,A,N
ABM3687,0.0,0.06274294580370736,0.0070135385536562395,0.0,0.022179182264554925,SOCIAL,12,10,46,20,25
ABM3772,0.0,0.11087040849212974,0.0,0.12106862189411,0.0,RISK_TAKER,46,20,21,36,21
ABM3776,0.0,0.3531848817666368,0.0,0.6293653828136959,0.0,RISK_TAKER,31,18,22,17,34
ABO1173,0.04317673247454541,0.0,0.0,0.7347112260359803,0.0,RISK_TAKER,20,14,32,21,23
ABP2003,0.0,0.0,0.0,0.0,0.022865908397284387,AUTONOMOUS,12,44,35,20,27
ABP2917,0.0,0.15184602077983436,0.0,0.1270141543728592,0.16552953520297733,AUTONOMOUS,35,37,20,42,29
ABR0397,0.0,0.0,0.0,0.0,0.028089877499980303,AUTONOMOUS,38,40,46,38,25
ABS0677,0.14937548593511135,0.16692572756205767,0.10346723518733122,0.4725255326927829,0.1994257882653701,RISK_TAKER,44,45,32,47,24
ABW0501,0.03236599117461229,0.02603387007460195,0.0,0.0746043846429437,0.04017635608451151,RISK_TAKER,15,34,44,39,25
ACA0360,0.0,0.0,0.0,1.0,0.3794187289400771,RISK_TAKER,29,35,23,39,36
ACA3252,0.0,0.0,0.0,0.3538765056930449,0.0,RISK_TAKER,35,41,41,15,32
ACB0701,0.0,0.0,0.0,0.18552513733686815,0.0,RISK_TAKER,44,37,38,37,38
ACB3123,0.03146379624423437,0.0,0.03347425560398758,0.015827429022328445,0.12403228287561782,AUTONOMOUS,39,50,40,42,17
ACC2773,0.0,0.0,0.023976508588766696,0.5290859147783815,0.12376193073922605,RISK_TAKER,36,22,41,24,27
ACF1806,0.03351448072442606,0.0,0.04784172547859419,0.0,0.038395950565716284,CAREFULL,42,20,40,16,26
ACG0312,0.0,0.0,0.0,0.0,0.0,COMPLIANT,40,38,50,36,23
ACG3819,0.04757044155540707,0.034244934109332444,0.024060302534519136,0.15994966436827981,0.02798101111759446,RISK_TAKER,23,19,35,23,37
ACH0008,0.0,0.020537391166425566,0.0,0.15388884959426158,0.05980697483932163,RISK_TAKER,39,35,20,17,30
ACH1405,0.0258386723170682,0.09957072841768111,0.0,0.023232044476552242,0.018187278892803777,SOCIAL,50,13,10,18,36
ACH1910,0.005263640954699873,0.0,0.005361430928824417,0.0,0.0,CAREFULL,15,13,18,21,27
ACH2102,0.0,0.20912719702211469,0.0,0.3549698074968561,0.0,RISK_TAKER,46,33,30,35,28
ACJ0014,0.1920976622116613,0.0,0.07122883670638067,0.20256822404683522,0.0,RISK_TAKER,39,31,19,36,28
ACL2943,0.0,0.018772346086075545,0.0,0.3235038672453582,0.0,RISK_TAKER,44,40,43,20,24
ACM0100,0.05475068616646752,0.031360979110952585,0.012258371153714063,0.6185751151800075,0.0,RISK_TAKER,20,30,23,21,31
ACM2278,0.005691960673851723,0.0,0.08976119790347979,0.1738546220104166,0.18433141669329042,AUTONOMOUS,18,37,32,36,28
ACM3964,0.0909269542082037,0.0,0.04741850603956,0.0,0.09002686563522547,COMPLIANT,46,43,14,42,22
ACN2347,0.0,0.04301877152740873,0.0,0.09493472334926883,0.4024307207443917,AUTONOMOUS,23,45,18,25,26
ACP2122,0.0,0.13613219921721964,0.0,0.02898614276753407,0.0,SOCIAL,47,26,19,32,39
ACR0331,0.0,0.0,0.0,0.064058009470201,0.011346662376970502,RISK_TAKER,17,44,24,17,29
ACR0748,0.004070157249331266,0.023513820827927145,0.0,0.0,0.0,SOCIAL,37,36,16,35,30
ACS0128,0.0,0.0,0.0,0.008881140139189257,0.09745328167736264,AUTONOMOUS,36,44,21,23,28
ACS1921,0.0,0.0,0.03731000429165806,0.0,0.2534720063524535,AUTONOMOUS,37,18,41,25,26
ACV1946,0.0,0.21264409332944795,0.025069067161625953,0.041963464432507924,0.0018561063484524548,SOCIAL,49,45,18,39,38
ACW0426,0.0,0.09650214903721428,0.011997329875350111,0.04809976515009948,0.07126504075986326,SOCIAL,34,15,18,30,39
ACW0464,0.022040924250499673,0.06272248923379095,0.03049757216380242,0.5581607275887478,0.0,RISK_TAKER,48,24,10,41,37
ACW1707,0.0,0.0,0.005688950346015955,0.0,0.0,CAREFULL,38,43,37,39,29
ADB0350,0.0,0.0,0.0,0.5684999250863216,0.0,RISK_TAKER,16,12,19,46,21
ADB1105,0.12366564689645684,0.1298673412231866,0.06617659378879055,0.28075679787326474,0.07243826231050444,RISK_TAKER,39,38,42,37,21
ADB3853,0.0,0.034063334104550556,0.0,0.018962731090644655,0.05190732780139726,AUTONOMOUS,33,41,42,42,27
ADC1469,0.05289231336085179,0.21129404680599498,0.03558278915305905,0.15019391318598757,0.11803557521368647,SOCIAL,37,15,44,35,32
ADG1430,0.37253582581794414,0.16363180415894918,0.23619193559566992,0.01196620492845565,0.16430862494528753,COMPLIANT,14,40,20,16,24
ADG1737,0.004886752096734737,0.06646780804974702,0.0725561366602808,0.08070650906993808,0.08708693454175066,AUTONOMOUS,35,21,25,26,35
ADH0975,0.25632617994062024,0.0,0.29116768267991067,0.0,0.0033352299073863235,CAREFULL,34,21,41,19,33
ADM0158,0.08630725837521248,0.0,0.088372385046258,0.0,0.0,CAREFULL,38,42,25,32,29
ADM0765,0.1040557260679871,0.014119921973350468,0.040985500218213275,0.15013910428517263,0.003750193325065289,RISK_TAKER,23,22,44,23,24
ADM0923,0.09204040426486994,0.0,0.14642377128240322,0.45356226032232105,0.1535421717410073,RISK_TAKER,47,32,24,45,28
ADM1894,0.0,0.0,0.0,0.0,0.0,COMPLIANT,42,43,20,30,36
ADM2762,0.014623304979282898,0.0,0.0,0.4782925947810812,0.0,RISK_TAKER,35,47,17,42,25
ADP1625,0.0,0.0,0.0,0.0,0.031348917877476006,AUTONOMOUS,39,17,41,43,27
ADP3667,0.0,0.0,0.006962934743419498,0.16148693232921005,0.0010448750181180078,RISK_TAKER,39,16,47,22,38
ADR1517,0.0897942540811547,0.0,0.05734906786583459,0.0,0.0,COMPLIANT,36,39,13,19,27
ADS0763,0.043435128698001764,0.1034051337570169,0.0,0.10266231087958072,0.0,SOCIAL,26,18,22,38,35
ADS2428,0.0,0.3346026981105396,0.0,0.0353450582396684,0.0,SOCIAL,22,24,49,11,26
ADS2950,0.0,0.20144528037210674,0.09522769214826254,0.1102998920824173,0.23134831974998682,AUTONOMOUS,49,38,19,23,25
ADV1640,0.018515613270972956,0.04515318701375819,0.0,0.014569748943154747,0.003729282215776002,SOCIAL,43,43,36,36,19
ADV2467,0.021636650884041615,0.0,0.0,0.045567890566088044,0.09323432834474624,AUTONOMOUS,42,39,10,15,27
ADW2832,0.01532872652717422,0.0,0.0,0.04254439278521253,0.2169941750895854,AUTONOMOUS,10,48,22,15,27
AEB1458,0.028769554580704182,0.12861990178970617,0.0,0.5859808736255813,0.002328534119191615,RISK_TAKER,36,39,21,25,31
AEB3249,0.0,0.0,0.0,0.0,0.08452882420233293,AUTONOMOUS,22,14,45,48,25
AEB3574,0.0,0.0014094680150016313,0.0,0.05378473856949703,0.17259735251910305,AUTONOMOUS,45,10,45,22,40
AED1421,0.026019809016862516,0.0,0.04756383624918618,0.6671512065609967,0.0,RISK_TAKER,41,47,47,43,30
AEF2019,0.0,0.0,0.0,0.0,0.03041138268238761,AUTONOMOUS,38,24,40,25,26
AEG1121,0.007254539159610144,0.04103421774129532,0.02269707757186574,0.02668515113514816,0.0,SOCIAL,39,44,33,39,27
AEH0187,0.0,0.02218579207394709,0.015291374175442168,0.0,0.14601931947417576,AUTONOMOUS,43,41,10,10,28
AEH2020,0.0,0.0,0.0,0.1042535602942113,0.3003631378749804,AUTONOMOUS,35,17,24,19,25
AEK3566,0.0,0.0,0.0,0.0,0.0,COMPLIANT,33,42,12,24,33
AEM0554,0.0,0.11451808241025642,0.033297967984683145,0.3077755274161357,0.15131078424012928,RISK_TAKER,45,32,24,30,21
AEP1930,0.12824278011604098,0.0,0.04854090620369233,0.0,0.0,COMPLIANT,41,34,23,41,23
AEW1442,0.010491011479491339,0.11674385376283189,0.0,0.2972173493271344,0.0,RISK_TAKER,31,43,40,17,23
AFB0904,0.0,0.0,0.0,0.06981932388899922,0.031095990205304652,RISK_TAKER,39,37,40,34,34
AFB1626,0.0,0.0,0.012012128340365023,0.0,0.01692295930162234,AUTONOMOUS,48,20,12,17,27
AFB3228,0.05441941831601395,0.2891845307928127,0.09195979850640568,0.27052634711838464,0.0,SOCIAL,25,33,33,43,32
AFF1492,0.0,0.08345411340972787,0.0,0.34909357852956097,0.030433869092000455,RISK_TAKER,47,40,17,21,34
AFH1757,0.0,0.06762241063709157,0.0,0.4771485053375714,0.07605943927641072,RISK_TAKER,21,10,37,11,26
AFK3800,0.0,0.0,0.0,0.0,0.04292487656195977,AUTONOMOUS,46,38,18,43,32
AFP2247,0.03940773311000153,0.1373699801842032,0.015519050143549273,0.30492439979941777,0.10950630850029756,RISK_TAKER,26,25,36,47,29
AFP2709,0.053334771169842636,0.09881252532499121,0.040844717893042524,0.3329290113494958,0.05056627164111881,RISK_TAKER,37,45,17,24,29
AGB0057,0.0,0.0,0.0,0.0,0.0,COMPLIANT,39,22,42,38,38
AGB3303,0.017685780772440925,0.0,0.02560691325366268,0.0,0.0,CAREFULL,15,13,24,16,34
AGC0445,0.0,0.0,0.1408887265933794,0.4538011995135017,0.09097494523313378,RISK_TAKER,27,48,16,50,29
AGE1244,0.1618263643375795,0.14172556882479403,0.07309628459920692,0.0,0.07304717057782849,COMPLIANT,16,27,37,14,23
AGF0742,0.0,0.0,0.06494623822972279,0.21159659616215282,0.0,RISK_TAKER,36,48,35,36,27
AGF1810,0.10279170620272755,0.0,0.09929172899881426,0.04502759546770728,0.047647894821577906,COMPLIANT,33,44,11,22,29
AGF2302,0.0,0.0,0.0036748343105996164,0.0,0.04205844695294757,AUTONOMOUS,37,22,39,25,29
AGG3958,0.0,0.13324195757520021,0.0,0.08244399104749427,0.1697433278519828,AUTONOMOUS,36,38,15,37,27
AGL1301,0.09529661872862101,0.0,0.09923239571341941,0.2611090380834831,0.20247841663781166,RISK_TAKER,18,39,39,22,23
AGL3519,0.07543136279050307,0.0,0.03903125514284845,0.0,0.0,COMPLIANT,45,24,23,23,28
AGM0133,0.0,0.0,0.0,0.014520567658379115,0.06330630630266977,AUTONOMOUS,41,39,19,34,31
AGM3372,0.20319039567961386,0.11502930976199424,0.2911718176316019,0.09997443771934882,0.38124322336842903,AUTONOMOUS,35,36,23,41,37
AGM3504,0.021252807065695007,0.0,0.021306200072864722,0.01975702242268561,0.05088773414294171,AUTONOMOUS,38,19,25,37,29
AGS0063,0.4126202900726741,0.17145476172699264,0.3887604394163036,0.24709964552618913,0.38887562227393996,COMPLIANT,38,36,13,23,28
AGS2462,0.0171722300926898,0.0,0.0,0.26152265762724325,0.0,RISK_TAKER,41,36,15,29,19
AGW1590,0.0,0.003889179057582788,0.0,0.0,0.0,SOCIAL,37,18,40,40,28
AHB0648,0.09271702047986707,0.0020776628047956256,0.009947260787441526,0.594588537806193,0.09112467560036057,RISK_TAKER,39,43,40,32,33
AHC0232,0.0,0.016203287056690722,0.0,0.045244175226143775,0.0,RISK_TAKER,36,13,44,10,25
AHC1994,0.1171913567272454,0.1798715347059504,0.02359016107887966,0.19483626722909567,0.0,RISK_TAKER,21,33,39,22,29
AHC3277,0.0,0.032809196709209384,0.0,0.09004205365982114,0.020674748072757987,RISK_TAKER,34,36,35,30,33
AHD2457,0.14639259392204662,0.062405402031169656,0.0509240518591407,0.6274914785579722,0.0,RISK_TAKER,16,24,24,19,27
AHG1408,0.0,0.07483659227467268,0.0,0.04655851668777853,0.0,SOCIAL,43,40,22,12,34
AHG3997,0.0,0.0,0.0,0.04889762662498964,0.0,RISK_TAKER,40,17,35,36,24
AHH0495,0.0,0.0,0.0,0.0,0.027451754792215465,AUTONOMOUS,33,39,42,38,31
AHH1966,0.020760544162271192,0.10001350343104469,0.0,0.0,0.07690292885058787,SOCIAL,42,40,14,43,36
AHK1988,0.5968423004391502,0.10852153686616464,0.2501756288710231,0.0,0.0,COMPLIANT,48,47,23,17,31
AHM0959,0.05878866436205357,0.014342835025717057,0.037738681421903716,0.08346863516899389,0.04799859996747139,RISK_TAKER,20,10,22,35,22
AHP0154,0.0,0.0,0.0,0.07286520547029764,0.20935723025700015,AUTONOMOUS,33,42,10,40,26
AHS2348,0.0,0.0,0.0,0.060620315142120684,0.12776760612695034,AUTONOMOUS,40,41,42,39,38
AIA2005,0.16358812700656702,0.06473893249425074,0.16198351642345982,0.016083494926104107,0.23472709178805734,AUTONOMOUS,17,24,24,18,24
AIB0553,0.0,0.0012900751687573977,0.0,0.01151239175993339,0.0,RISK_TAKER,10,21,43,47,26
AIB1567,0.0,0.0,0.0,0.0,0.0,COMPLIANT,40,44,21,50,35
AIB3416,0.08697373086188705,0.0,0.07975262352906883,0.697720852558471,0.0,RISK_TAKER,40,30,24,10,29
AIC1071,0.05843687914332084,0.1290901798785401,0.0,0.0,0.0,SOCIAL,35,18,30,19,33
AID2774,0.0,0.0,0.008628496875144642,0.1382453737550059,0.0,RISK_TAKER,45,44,18,30,37
AIF1202,0.0,0.036928815415036134,0.0,0.10302525665173061,0.0,RISK_TAKER,41,23,33,19,36
AIH2535,0.0,0.0,0.0,0.0,0.0,COMPLIANT,35,26,21,25,18
AIJ0383,0.0215132819830538,0.10996741231791388,0.018780258637279314,0.37664182384794465,0.0,RISK_TAKER,39,30,16,39,34
AIJ3995,0.0,0.0,0.0,0.0,0.001447653185675844,AUTONOMOUS,41,29,35,19,38
AIL2511,0.0,0.021932743098640566,0.0,0.0,0.06095021533629268,AUTONOMOUS,44,41,10,21,32
AIP1614,0.0,0.0,0.0,0.06371082222137922,0.021536961672958467,RISK_TAKER,43,10,16,42,30
AIS1082,0.02563036668402014,0.06786876559285311,0.0,0.0,0.03754441086111987,SOCIAL,16,33,28,41,23
AIT1264,0.015855236777768324,0.04073606626640783,0.0,0.15405254848708777,0.18324660771963203,AUTONOMOUS,36,42,21,13,35
AIV3936,0.0,0.0,0.0,0.22846909171748378,0.0,RISK_TAKER,34,16,44,10,29
AIY3991,0.0,0.0,0.0,0.19491441306832102,0.17516305702870547,RISK_TAKER,40,20,46,32,24
AJB1380,0.0005603532682199016,0.22150623913319667,0.0,0.02602766813303403,0.0,SOCIAL,32,12,29,15,30
AJC0722,0.021018805589024976,0.0,0.0,0.03622600041504761,0.17153533461758547,AUTONOMOUS,40,26,21,29,23
AJC3010,0.0,0.060835749569707984,0.0,0.0,0.03619743377211262,SOCIAL,40,42,43,50,26
AJG0240,0.011759398360727485,0.0,0.08300952107339198,0.030698804801703203,0.0,CAREFULL,41,41,15,20,29
AJH0279,0.0,0.0,0.0,0.1126381976193583,0.0,RISK_TAKER,46,32,37,21,33
AJH2110,0.0,0.0,0.0,0.0,0.0,COMPLIANT,23,42,43,27,28
AJH3517,0.0,0.1339684310619085,0.0,0.7155735328943613,0.0,RISK_TAKER,32,38,16,27,25
AJK0611,0.023780635324103596,0.05768666035181597,0.06242142529208497,0.0042414472489199755,0.04021980880333534,CAREFULL,40,48,32,28,31
AJM0243,0.010993993417815703,0.0,0.0,0.0,0.0,COMPLIANT,19,19,23,37,29
AJM0345,0.016121735861625488,0.0,0.0,0.2637824542110393,0.10401975183717484,RISK_TAKER,30,20,18,33,27
AJM2385,0.07614607832060138,0.0,0.05772686818312241,0.0010222036377467909,0.05022861211636334,COMPLIANT,37,38,46,23,29
AJN1275,0.17024610351810332,0.08922964638108113,0.10906046667818033,0.040860221265170374,0.28663335278942303,AUTONOMOUS,34,45,36,43,34
AJO2788,0.0,0.0,0.0,0.0,0.008965580247933983,AUTONOMOUS,38,22,38,39,29
AJP1199,0.003003150521131756,0.04542963820817317,0.016733442877907317,0.22918638114580106,0.0,RISK_TAKER,36,19,40,26,31
AJQ0809,0.15623862577914782,0.14112161169196036,0.0918774496609815,0.1020954955041683,0.0,COMPLIANT,36,47,17,18,23
AJS0616,0.05412357737916236,0.05190240528063998,0.0018311425318973294,0.451058045738243,0.049828407206278416,RISK_TAKER,33,18,38,44,33
AJS3021,0.012186816881639043,0.0,0.07649821351886688,0.06386082953854832,0.16605897267106845,AUTONOMOUS,44,48,13,46,26
AJS3899,0.0,0.23056580466902024,0.0,0.4087430339725849,0.0,RISK_TAKER,24,22,36,25,34
AJV0176,0.0,0.0,0.0,0.0,0.0,COMPLIANT,36,14,34,37,27
AJW1246,0.08306096048270563,0.0,0.008877583363693644,0.0,0.0,COMPLIANT,39,47,20,18,28
AKB2312,0.07326758299352354,0.08551060052932631,0.0,0.16907269845289719,0.0,RISK_TAKER,39,23,46,22,20
AKB3530,0.0,0.1265136423004856,0.006933658771294392,0.04810063639259177,0.00506881919631089,SOCIAL,24,43,24,36,39
AKC1929,0.0,0.7437265567048259,0.0,0.0,0.0,SOCIAL,24,12,36,23,37
AKC3739,0.032681384422548476,0.0,0.04868670686309767,0.044684593998679155,0.0963919947401112,AUTONOMOUS,15,27,13,16,41
AKD0272,0.0,0.0,0.01975342445249085,0.003959176063026433,0.0,CAREFULL,40,35,19,44,22
AKG2702,0.0075845859841613015,0.18639073026765707,0.0,0.6989050534940646,0.017201222104839563,RISK_TAKER,21,30,44,34,27
AKH0454,0.06464478369669077,0.08852336230513348,0.0066798959612542515,0.20837693861219417,0.0,RISK_TAKER,43,45,30,38,28
AKH1534,0.0,0.0,0.0,0.0,0.0,COMPLIANT,40,44,44,16,29
AKI3229,0.08441875156667722,0.14003726932687738,0.023923678437614556,0.04001588591943762,0.09333366126482003,SOCIAL,39,38,15,39,35
AKK2125,0.12614833284234148,0.0,0.08932165225192469,0.014100060730396748,0.0018906989950431966,COMPLIANT,29,47,50,22,33
AKL1305,0.0,0.0,0.0,0.6090803379808738,0.0,RISK_TAKER,17,25,16,16,24
AKL1605,0.07572535612377859,0.1502935828999608,0.020359798113083676,0.30426381679366854,0.1029971956652747,RISK_TAKER,38,19,19,35,30
AKP3573,0.0,0.0955196904543451,0.0,0.1063597040598443,0.07422046497874499,RISK_TAKER,10,28,44,38,30
AKS0298,0.0,0.0,0.017177593867042616,0.06236960751196339,0.0,RISK_TAKER,36,38,40,17,46
AKS3496,0.0,0.0,0.0,0.009748885796778,0.062065967131929765,AUTONOMOUS,29,47,19,32,29
AKS3705,0.009913091436806762,0.02230626675642643,0.06479340656938393,0.04357673427380123,0.072626040058092,AUTONOMOUS,43,46,21,39,16
AKW1679,0.0,0.0,0.0,0.019114657292091962,0.01100066966006699,RISK_TAKER,42,14,21,33,33
ALB1254,0.0,0.0,0.0,0.0732255537596588,0.045755599373296006,RISK_TAKER,45,24,41,40,29
ALB2395,0.0,0.0,0.0,0.1524946513207306,0.19179277691624666,AUTONOMOUS,41,10,14,14,32
ALB3649,0.11843280139361463,0.0,0.06805864084388057,0.0010119932643101127,0.005120132505024717,COMPLIANT,22,26,38,27,39
ALC1060,0.0,0.0,0.013785869868993744,0.6680902443072528,0.21824994810571902,RISK_TAKER,44,49,38,35,28
ALD3508,0.0,0.0,0.0,0.6310193392124477,0.0,RISK_TAKER,38,17,39,24,34
ALH1494,0.43266982392953734,0.0,0.20842763035807457,0.0,0.0,COMPLIANT,39,30,15,38,37
ALH1872,0.0,0.0,0.0,0.013424248605011145,0.0,RISK_TAKER,36,37,48,39,24
ALH2916,0.0,0.0,0.0,0.01180127931881902,0.06185584430075178,AUTONOMOUS,44,37,21,34,30
ALL0289,0.0476119003723481,0.09091177445832803,0.0,0.582616339952694,0.1370178342987263,RISK_TAKER,16,20,10,14,16
ALN2046,0.0,0.10117695369522452,0.0,0.04403256421305972,0.02624440824339688,SOCIAL,40,34,24,20,21
ALP2955,0.0031744861408094815,0.05075740161602042,0.0,0.5288407128368466,0.18525117944829672,RISK_TAKER,40,33,20,20,32
ALS2596,0.0,0.0,0.0,0.0,0.0,COMPLIANT,18,19,17,30,25
ALS2669,0.49292367474530957,0.07462519164388724,0.2890457007608732,0.1722425753596925,0.0,COMPLIANT,36,33,22,48,22
ALS3440,0.013622230475838928,0.0,0.0,0.016144319541396154,0.08559207292754556,AUTONOMOUS,49,18,42,40,29
ALT1354,0.014162098935062085,0.0,0.0,0.015891647844376817,0.25531058166085446,AUTONOMOUS,38,45,36,18,23
AMA2808,0.0,0.0,0.0,0.0019585444945465144,0.09220889228912704,AUTONOMOUS,33,40,11,20,21
AMB3100,0.0,0.0,0.0,0.10057341878133282,0.007777338364183794,RISK_TAKER,26,41,14,19,30
AMB3208,0.0,0.16451278588309445,0.0,0.7730888675607732,0.0,RISK_TAKER,36,46,31,43,30
AMD2728,0.003331496531778387,0.0,0.0,0.007716443563569107,0.0,RISK_TAKER,11,37,10,40,26
AME0732,0.0,0.0,0.02648872661883189,0.0,0.0,CAREFULL,37,13,45,19,31
AME1361,0.013503578446786743,0.0,0.0,0.0,0.06409367525560171,AUTONOMOUS,50,21,38,28,24
AME1490,0.1436909324413795,0.02977042373605754,0.150301582066343,0.0037834788454164715,0.07441726136919596,CAREFULL,13,21,39,41,31
AMH1481,0.039760406426870606,0.09260426149951094,0.06251444853435688,0.0,0.028068627047310776,SOCIAL,46,16,28,33,36
AMH3562,0.0036081178441003743,0.1120967177285918,0.0,0.3352731056663189,0.23034737311515704,RISK_TAKER,28,23,18,32,27
AMJ2374,0.0,0.0,0.0,0.11978344504446478,0.0,RISK_TAKER,39,38,26,36,27
AMJ3174,0.0,0.0,0.0,0.05836199293631134,0.0,RISK_TAKER,30,41,35,11,31
AMM0734,0.002929861782701229,0.08042082276771632,0.0,0.0,0.0,SOCIAL,43,16,40,21,27
AMM3906,0.07610637752033608,0.12409248017268408,0.01681861727887804,0.6507135044966542,0.0,RISK_TAKER,44,17,21,43,25
AMN0911,0.0,0.0,0.06929668477275433,0.5476798471195998,0.007814543298702842,RISK_TAKER,23,31,40,43,35
AMO0582,0.0,0.20152944232930237,0.0,0.5235604064575677,0.0,RISK_TAKER,35,25,19,32,29
AMR0197,0.011611455451822772,0.028587593810892813,0.0,0.0,0.0,SOCIAL,40,31,20,38,21
AMS0630,0.0,0.023696036053833792,0.0,0.2555083128929019,0.0,RISK_TAKER,21,35,41,40,38
AMS0712,0.0,0.0,0.0,0.0,0.007034609135313192,AUTONOMOUS,38,21,39,20,30
ANB0938,0.0,0.06048688724900145,0.02668877861082982,0.4453167227773077,0.004252351778671595,RISK_TAKER,38,22,41,36,31
ANB2766,0.0,0.005726307658311219,0.0,0.33905072357769755,0.0,RISK_TAKER,39,44,25,13,22
ANC1319,0.10282959069542098,0.0,0.051095472740045035,0.0,0.0,COMPLIANT,10,14,15,30,30
ANC1834,0.027276816683388216,0.05040758697449792,0.009187085776499064,0.015206608493054257,0.1354736671902499,AUTONOMOUS,30,47,17,21,33
ANC1950,0.11936202578748054,0.2213106360607953,0.0,0.4684040718669958,0.0,RISK_TAKER,38,16,31,17,26
ANF3332,0.0,0.0,0.026229744328364266,0.032717596436288056,0.0,RISK_TAKER,46,15,37,40,37
