user,day,insider,deviation_score,drift_score,drift_label,anomaly_score,risk_score,projected_risk_7d,projected_risk_14d,will_breach_7d,will_breach_14d,days_to_breach,alert_level,primary_dim,intervention_level,intervention_name
ACM2278,42,0,0.322308040423519,0.4107339264419942,STABLE,1.1908156442056863,0.5954078221028432,0.5954078221028432,0.5954078221028432,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,45,0,0.5810439733223198,0.4110334742563123,STABLE,2.287345096609092,2.1931241415128984,2.2223279004658822,2.2515316594188666,False,False,912.489760387056,WATCH,AUTONOMOUS,2,Passive Friction
ACM2278,46,0,0.3640387909784501,0.4029480930690453,STABLE,1.1185264300936917,1.2584802449096628,1.290871776373693,1.3232633078377232,False,False,1024.6702389632162,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,47,0,0.2951600323653537,0.3974827433173641,STABLE,1.2438895410287965,0.8795902855866438,0.8924596129998041,0.9053289404129644,False,False,2785.1391801750224,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,48,0,0.4390623930869907,0.4034322040250764,STABLE,1.4885525162274147,0.9802167735933808,0.9920019418424236,1.0037871100914668,False,False,2981.585145184474,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,49,0,0.5062993036349018,0.4140810089464082,STABLE,1.536586397606705,1.2446364101440694,1.2631114175691247,1.28158642499418,False,False,1801.7608525476344,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,52,0,0.4006145918719634,0.4218402345847692,STABLE,1.1027492509485106,0.5513746254742553,0.5513746254742553,0.5513746254742553,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,53,0,0.5322648668879973,0.4300953890533846,STABLE,1.6483026512903214,1.2411474192512797,1.2527514355592442,1.2643554518672089,False,False,2870.72744308168,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,54,0,0.3166176042082606,0.4305037556038849,STABLE,0.7780140469830753,0.3890070234915376,0.3890070234915376,0.3890070234915376,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,55,0,0.2538826539027884,0.3974329906644369,STABLE,0.706013124402227,0.4510075527607182,0.4537346888420564,0.4564618249233946,False,False,14243.127578589632,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,56,0,0.2966166171525945,0.4014664675428414,STABLE,0.8116921523804198,0.4058460761902099,0.4058460761902099,0.4058460761902099,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,59,0,0.6048524552973247,0.4167897628573762,STABLE,1.8257235688223847,0.9128617844111926,0.9128617844111926,0.9128617844111926,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,60,0,0.3777577048673626,0.4188833780648829,STABLE,1.2772794093465285,0.6386397046732641,0.6386397046732641,0.6386397046732641,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,61,0,0.4017603485196786,0.4065913840371075,STABLE,1.1074977496453609,0.6450161213892692,0.647555873280907,0.6500956251725448,False,False,14759.271279094268,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,62,0,0.4318570376302545,0.4144163124090171,STABLE,0.9787426472710644,0.4893713236355321,0.4893713236355321,0.4893713236355321,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,63,0,0.3163312545541113,0.3955082610684308,STABLE,0.8041759554188971,0.5267632975914228,0.5302327172509692,0.5337021369105156,False,False,11042.958383958983,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,66,0,0.3764231004913207,0.3963928546050645,STABLE,1.2605514574566414,0.6302757287283207,0.6302757287283207,0.6302757287283207,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,67,0,0.3897171086738204,0.4031469314842407,STABLE,0.9261472557608617,0.4630736278804307,0.4630736278804307,0.4630736278804307,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,68,0,0.4424415767640629,0.4033883017468887,STABLE,1.2731429056009256,0.6365714528004628,0.6365714528004628,0.6365714528004628,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,69,0,0.3910768989563719,0.3951581299841366,STABLE,0.9602251327919968,0.7084566949320238,0.7148109726626511,0.7211652503932786,False,False,5829.27040738878,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,70,0,0.447830795070709,0.3985307159269041,STABLE,1.3803390283507118,1.1035353670312935,1.1178525910422017,1.1321698150531097,False,False,2393.9872984223293,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,73,0,0.519546633557716,0.3976222706890268,STABLE,1.8336413216671437,2.571462491470921,2.6238481815066463,2.6762338715423715,False,False,458.135848613172,WATCH,AUTONOMOUS,2,Passive Friction
ACM2278,74,0,0.4035638283279076,0.4038327152690016,STABLE,0.9109820746385652,1.246984364583552,1.2865192533280323,1.3260541420725132,False,False,841.5632496894314,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,75,0,0.3855682067668045,0.41323882618786,STABLE,1.2413443645323403,0.8759394451664866,0.8886899794934835,0.9014405138204804,False,False,2813.091825327652,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,76,0,0.4764019655376507,0.4260806367867925,STABLE,1.2520832552281869,0.6445956219335,0.6455223891921942,0.6464491564508884,False,False,40450.10254169449,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,77,0,0.4313016412689293,0.4136841500704786,STABLE,1.1071895759270571,1.59846048162591,1.627947079249538,1.657433676873166,False,False,1044.907826324786,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,80,0,0.2868185618053089,0.4071884969946176,STABLE,0.7573672336589348,0.4408054994415445,0.443908471548909,0.4470114436562735,False,False,12540.996231178176,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,81,0,0.4366721362189362,0.4096821961159932,STABLE,1.5247545309678563,0.9424979601674356,0.9488845604924084,0.955271160817381,False,False,5543.248751671224,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,82,0,0.3595631327706382,0.4045183457688777,STABLE,0.9715218946154752,0.5511767595274375,0.5544442625740831,0.5577117656207287,False,False,11673.061092464492,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,83,0,0.4263876151396123,0.4123795143821278,STABLE,1.1746224357043649,0.5873112178521824,0.5873112178521824,0.5873112178521824,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,84,0,0.5257167906367924,0.4230433493925186,STABLE,1.4780642841918517,0.7402714506511948,0.7403059376809451,0.7403404247106954,False,False,1067592.6605465594,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,87,0,0.3397422613248472,0.4194737174390205,STABLE,1.556623108124127,0.7783115540620635,0.7783115540620635,0.7783115540620635,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,88,0,0.4048949660611924,0.4167918166745298,STABLE,0.9618171255877396,0.4809085627938697,0.4809085627938697,0.4809085627938697,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,89,0,0.2454272050622279,0.4063882671106623,STABLE,0.6129977765716756,0.3064988882858378,0.3064988882858378,0.3064988882858378,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,90,0,0.3352187186489407,0.3983445473662503,STABLE,0.7718775873937509,0.3859387936968754,0.3859387936968754,0.3859387936968754,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,94,0,0.5209567038241095,0.3984452666709926,STABLE,1.5100189655164864,0.7550094827582432,0.7550094827582432,0.7550094827582432,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,95,0,0.8184658680741023,0.4280811266528637,STABLE,2.9085888306616776,3.377597440019488,3.431118420205757,3.4846394003920254,False,False,342.98358991140435,WATCH,AUTONOMOUS,2,Passive Friction
ACM2278,96,0,0.4932494847323234,0.4357726465075436,STABLE,1.278914960585459,1.7447271153035018,1.7991879194098208,1.85364872351614,False,False,546.9421666034362,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,97,0,0.4035082919696081,0.4305659555383977,STABLE,1.1993001805716224,1.7760974641785123,1.832955212682464,1.8898129611864156,False,False,520.0226623235977,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,98,0,0.4883963869292703,0.4346441516569936,STABLE,1.463234218328953,2.2330994095026853,2.300063688416749,2.367027967330813,False,False,393.7667150469871,WATCH,AUTONOMOUS,2,Passive Friction
ACM2278,101,0,0.4676698428165424,0.4475621003006531,STABLE,1.1906107753792123,1.5462545407855692,1.5937542071431532,1.6412538735007371,False,False,656.3460463027712,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,102,0,0.3354434544239419,0.4403314801724392,STABLE,1.655136572663996,1.442158094553597,1.4728566978829714,1.5035553012123457,False,False,1039.294621836954,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,103,0,0.4345451127562374,0.4456873358856963,STABLE,1.39522172095838,1.0758218521843057,1.0947133942402365,1.1136049362961669,False,False,1824.5862054383736,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,104,0,0.3416913295277758,0.4396376011991366,STABLE,0.8653992754168492,0.5224724412652382,0.5269565697836252,0.5314406983020121,False,False,8550.756909379506,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,105,0,0.4267405764858833,0.4325678716169288,STABLE,1.088547254626962,1.134891428789952,1.1533128905657384,1.171734352341525,False,False,1848.7001961611,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,108,0,0.4515417451401739,0.4405535490323092,STABLE,1.3515511303728451,0.8084587452155259,0.8150862360357524,0.8217137268559789,False,False,5483.340493295372,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,109,0,0.3760716843497463,0.4384947431957773,STABLE,0.9103364845783352,0.4551682422891676,0.4551682422891676,0.4551682422891676,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,110,0,0.2513998920073432,0.4389213636918571,STABLE,0.877142040564689,0.4385710202823445,0.4385710202823445,0.4385710202823445,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,111,0,0.25286435394949,0.4330389090704677,STABLE,0.5616016741430541,0.280800837071527,0.280800837071527,0.280800837071527,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,112,0,0.3434201369903807,0.4203577257252013,STABLE,1.2074748779134448,0.6037374389567224,0.6037374389567224,0.6037374389567224,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,115,0,0.2523786725599575,0.3799229260456195,STABLE,0.6169593849762942,0.3084796924881471,0.3084796924881471,0.3084796924881471,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,116,0,0.4955007696141649,0.3800837321086083,STABLE,1.5136348586283943,0.7568174293141973,0.7568174293141973,0.7568174293141973,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,117,0,0.4050067261582885,0.3801907631220854,STABLE,1.011032836019778,0.505516418009889,0.505516418009889,0.505516418009889,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,118,0,0.5223868077337362,0.3826186503224044,STABLE,1.504165546697664,0.8884869775695807,0.8922827843757414,0.8960785911819019,False,False,9426.346751615753,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,119,0,0.4838397965698744,0.383773647019071,STABLE,1.846773075853961,1.9667845335655456,1.9975009497177303,2.028217365869915,False,False,919.134189521428,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,122,0,0.3865164639209154,0.3874217191259977,STABLE,1.2867346553373704,1.0835355889580147,1.1055218807427776,1.1275081725275404,False,False,1565.3049279162483,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,123,0,0.4337643642920878,0.3873659513785584,STABLE,1.4748386387585426,1.666225894266088,1.7018098361166991,1.73739377796731,False,False,852.531146422624,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,124,0,0.5388410260234934,0.4014480725568239,STABLE,1.553506092104115,1.992602255772918,2.042196142273993,2.091790028775068,False,False,565.6298828078643,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,125,0,0.3417836302050958,0.3953797192510534,STABLE,0.7364286935946327,1.3461321353138107,1.3949788780954329,1.443825620877055,False,False,666.9242041059898,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,126,0,0.428491506134639,0.3937332736078009,STABLE,1.423494375178022,2.164805527583888,2.226874309594343,2.2889430916047986,False,False,432.5259887070204,WATCH,AUTONOMOUS,2,Passive Friction
ACM2278,129,0,0.2908620843499804,0.3876468736078176,STABLE,0.8481185508368737,1.2308515504063675,1.2711506176667342,1.311449684927101,False,False,828.4072415737529,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,130,0,0.4680597992586143,0.4031225812686227,STABLE,0.9091668958308144,1.0467379879249483,1.0763159553599153,1.1058939227948823,False,False,1172.2520880030188,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,131,0,0.5117499622152065,0.4216144104304596,STABLE,1.5605591949715183,1.1829597577140296,1.2030735284633802,1.2231872992127308,False,False,1676.427663226223,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,132,0,0.4873734821470328,0.4318967922273633,STABLE,1.372172076394301,1.0092424577086627,1.0253840380004529,1.041525618292243,False,False,2164.30499148885,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,133,0,0.4440217893802471,0.4455855862859555,STABLE,1.449847595277765,0.7249237976388825,0.7249237976388825,0.7249237976388825,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,136,0,0.2405647744781848,0.4273758723476712,STABLE,0.6738313078277787,0.3369156539138893,0.3369156539138893,0.3369156539138893,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,137,0,0.4755630334917533,0.4324156085857758,STABLE,1.476672987238889,0.7383364936194445,0.7383364936194445,0.7383364936194445,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,138,0,0.3805939181694129,0.4222875450454669,STABLE,1.148596149457769,0.5742980747288845,0.5742980747288845,0.5742980747288845,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,139,0,0.5406939127780919,0.4263485533460538,STABLE,1.9384409294647016,1.1404392530971443,1.1452038675452876,1.1499684819934308,False,False,7139.491683650625,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,140,0,0.4129017875093041,0.4282332193166531,STABLE,1.3093448123872942,0.6546724061936471,0.6546724061936471,0.6546724061936471,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,143,0,0.4149177650302867,0.4268870336550959,STABLE,1.5689444160680632,0.7844722080340316,0.7844722080340316,0.7844722080340316,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,144,0,0.341402405665931,0.4127842750581272,STABLE,0.8578715361620675,0.4748416962022129,0.476119149748465,0.4773966032947171,False,False,30275.94094521536,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,145,0,0.342951781342469,0.4128677144250824,STABLE,1.0098596660254362,0.5049298330127181,0.5049298330127181,0.5049298330127181,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,146,0,0.3555162149562287,0.4076551936266245,STABLE,1.0002825789228331,0.5001412894614167,0.5001412894614167,0.5001412894614167,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,147,0,0.4272186098703787,0.4173949454495101,STABLE,0.9263397988311706,0.4631698994155853,0.4631698994155853,0.4631698994155853,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,151,0,0.3074734185694869,0.405924489686001,STABLE,0.8852242493453073,0.4426121246726536,0.4426121246726536,0.4426121246726536,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,152,0,0.4804839441121576,0.4036912026786404,STABLE,2.041642175362353,1.0208210876811767,1.0208210876811767,1.0208210876811767,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,153,0,0.5456590665816988,0.407854458709688,STABLE,2.3312783866482008,1.632376869468859,1.6453650765254004,1.658353283581942,False,False,2353.932438913479,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,154,0,0.3524562812331165,0.4013140652706072,STABLE,0.9644274538467348,0.7232978753974875,0.7353399667956879,0.7473820581938885,False,False,3067.317266644997,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,157,0,0.532194890724457,0.4221447878596267,STABLE,1.4880740099512335,0.9099609114528446,0.9182487680356666,0.9265366246184884,False,False,4299.093892826325,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,158,0,0.5275472350777739,0.425857945115771,STABLE,1.53196507767317,1.6573373153844906,1.6858121995574378,1.7142870837303847,False,False,1067.5596995470542,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,159,0,0.4617136496367348,0.4316522116491512,STABLE,1.6461926783475584,1.3515363447723496,1.3779317875509804,1.4043272303296113,False,False,1232.759982830697,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,160,0,0.3800454279610976,0.4201773198765087,STABLE,1.0630966617577662,1.4459782964572856,1.4831149280839522,1.5202515597106188,False,False,858.4018132088303,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,161,0,0.4210070773802999,0.4207562691530083,STABLE,1.209300825081135,1.4056623598134406,1.4443999717171592,1.483137583620878,False,False,830.2102762875429,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,164,0,0.3778645567152245,0.4181096114162183,STABLE,1.0175279581985164,1.116636180291585,1.1469992408723562,1.1773623014531271,False,False,1125.8267804401548,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,165,0,0.3162073676112774,0.4163099658408859,STABLE,0.940526172620268,0.5956746746267034,0.6019389513054488,0.6082032279841942,False,False,6039.049553154422,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,166,0,0.405071389731791,0.4207470807258374,STABLE,0.9904696908071142,0.4952348454035571,0.4952348454035571,0.4952348454035571,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,167,0,0.345338746897579,0.4200201187216482,STABLE,0.9737592387786532,0.4868796193893265,0.4868796193893265,0.4868796193893265,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,168,0,0.4964883928539184,0.4249679603633295,STABLE,1.6016963258554018,0.8008481629277009,0.8008481629277009,0.8008481629277009,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,171,0,0.4473928055138441,0.4349622022879265,STABLE,1.3179714610208744,0.6589857305104372,0.6589857305104372,0.6589857305104372,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,172,0,0.5540561657547867,0.4402173609766857,STABLE,1.524689579600495,0.7623447898002473,0.7623447898002473,0.7623447898002473,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,173,0,0.4016715697096207,0.4299325397715373,STABLE,1.57374323028019,0.9241836170343568,0.9280046857054828,0.9318257543766088,False,False,9298.63285348631,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,174,0,0.3086779723413135,0.426805517707837,STABLE,0.771268602926773,0.3856343014633865,0.3856343014633865,0.3856343014633865,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,175,0,0.3566963745303425,0.4142699094082575,STABLE,1.2026532391885452,0.6013266195942726,0.6013266195942726,0.6013266195942726,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,178,0,0.4868345391416214,0.4113618596985322,STABLE,1.9712698880711583,1.3223399034216743,1.3317096071181778,1.3410793108146812,False,False,3494.6271234027645,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,179,0,0.3428665721264958,0.4028727827335152,STABLE,0.9816177111246512,0.6383772735555618,0.6457482781952683,0.6531192828349747,False,False,5091.756269279192,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,180,0,0.289439602507457,0.396400938058255,STABLE,0.7293182354446078,0.3646591177223039,0.3646591177223039,0.3646591177223039,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,181,0,0.4311259886091613,0.3971237174317452,STABLE,1.3349979131508931,0.6674989565754466,0.6674989565754466,0.6674989565754466,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,182,0,0.4928624751336464,0.4053378544616325,STABLE,1.2381117935470216,0.8558327107303003,0.862421650177531,0.8690105896247617,False,False,5465.093633547107,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,186,0,0.4208735624334262,0.4128140112346432,STABLE,1.033972829739957,0.5169864148699785,0.5169864148699785,0.5169864148699785,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,187,0,0.339913077898613,0.4081598461037019,STABLE,0.9776065641040794,0.4888032820520397,0.4888032820520397,0.4888032820520397,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,188,0,0.5304112835061066,0.421379313004311,STABLE,1.5839960714793675,0.7919980357396839,0.7919980357396839,0.7919980357396839,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,189,0,0.2627043676503428,0.4046804540611984,STABLE,0.5926182708334647,0.2963091354167323,0.2963091354167323,0.2963091354167323,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
ACM2278,192,0,0.4392164503170491,0.4040964286899987,STABLE,1.2196252625284827,0.6098126312642413,0.6098126312642413,0.6098126312642413,False,False,,NORMAL,AUTONOMOUS,1,Standard Monitoring
